statement,label
আর বাস চালাবেন না মিমের বাবা : ,vulnerable
এখন সিনেমা দেখে কারা বুঝে শুনে বিনিয়োগ করা উচিত,vulnerable
"হুরেরেরেরেরেরেরেরেরেরেরে অবশেষে সিলেট , বরিশাল ও রাজশাহীতে বিপুল ভোটে আওয়ামী সমর্থীত জালিয়তির মেয়র প্রার্থীরা বিজয়ী হয়ে গেছে ঝৈ বাংলা সার্কাস সামলা ",vulnerable
আমি সময় অনুভব করি আমি কিছুই পর্যাপ্ত নই।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
অন্তরটা যদি হয় সাদা এই সমাজে হাজারটা বাধা ! কবিতা সেতো শুধুই কবির অন্তরের জ্বালা সমাজ দেশের অবক্ষয়ে কবি হৃদয় পুড়ে কালা ! শুধু প্রেম আর কল্পনাতে নয়রে গাঁথা মালা । বিবেক বোধ আর মানবতার নিদারুন এক পালা ! ,vulnerable
আমি যখন তার দূয়ারে ভিক্ষা নিতে যাই তখন যাহা পাই আমি হারাই বারে বার সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
এদের জন্য দেশ আইন কানুন নেই এটাই সত্যি,vulnerable
এইসব ফাইভ বুলেট ট্রেনের স্বপ্ন আছে বলেই আমরা বাসের পাদানিতে টেম্পুর পাদানিতে গাদাগাদি করে দাঁড়িয়ে প্রতিদিন চলাফেরা করতে পারি,vulnerable
ডিপ্রেশন সত্যিই খুব ভয়ংকর একটা মানুষ তিলে তিলে মৃত্যুর দিকে ঠেলে দেয়,vulnerable
"চিন্তা করছি বিয়া করুম , মেয়েও খুজতাছি , আমার খালি একটাই শর্ত মেয়ে আমার থেকে লম্বা হতে হবে । তাহলে ও যখন আমার সাথে কথা বলবে , তখন মাথা নিচু করে কথা বলবে আর আমি মাথা উচু কইরা কথা বলবো ",vulnerable
কোন দেশে বাস করি আমরা যেখানে জীবনের নিরাপত্তা নেই বললেই চলে,vulnerable
কয়লা গায়েব হয়ে উড়ে যায় গায়েবী ভোটে নৌকার বাক্স ভরে যায়,vulnerable
দিগন্ত লীন মাঠের ওপর থাকছি আমি শুয়ে এই কপালের সমস্ত তাপ বর্ষা দেবে ধুয়ে এর বেশি কি পাওয়ার থাকে এর বেশি কে চায় আজ বরষা নামলো সারা আকাশ আমার পায়ে আজ শ্রাবনের বাতাস বুকে এ কোন সুরে গায়ে ,vulnerable
কোটি টাকা সিনেমায় খরচ করে অন্য ভাবে টাকা করা যেতো। টাকা ভাবে নষ্ট করে মানুষ সাহায্য করুন কাজে আসবে,vulnerable
কষ্ট ছোট ভাইদের জন্য নিজেও একসময় ব্যাচেলর ছিলাম,vulnerable
বিপদের মধ্যে আমি সময় একটি অন্ধকারে বিশ্রাম পাই যেখানে কোনও প্রকাশ নেই।,vulnerable
"যাকে ছাড়া একসময় নিজের অস্তিত্ব কল্পনা করা যেতনা , এখন তাকে ছাড়ায় বেচে অাছি , বাস্তবতা এতো নিষ্ঠুর কেন । ",vulnerable
প্রিয় মানুষ আমার কাছে নেই। থাকলে থাকে নিয়ে নাটকটি দেখতাম অসাধারন একটা নাটক হইসে,vulnerable
আল্লাহ বৃষ্টিটা একটু থামাও সবার ঘরে নাই,vulnerable
আমাদের দেশে যদি দুর্রনিতি। তাহলে বাংলাদেশের উন্নায়ন আরু অনেক দুর এগিয়ে যেতে তবু ওআলহামদুলিল্লাহ বাকি আল্লাহর উপর ভরসা,vulnerable
বাংলাদেশে ১৩ বছর ধরে কয়লা চুরি গোপন ছিল : ,vulnerable
হাইরে নিউজ তোদের গুরুত্বপূর্ণ নিউজ দিয়ে ফালতু নিউজ,vulnerable
আল্লাহ বৃষ্টিটা একটু থামাও সবার ঘরে নাই,vulnerable
বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস,vulnerable
"উড়িবার মন চায় দুটো অপশন আছে , হয় শুরু করা নয় শেষ করা । শুরু অথবা শেষ",vulnerable
লাভ যাকে কোন দিনই পাবো তার জন্য অপেহ্মা করে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
পৃথিবী থেকে লজ্জবতী গাছ আর লজ্জবতী নারী বর্তমানে দুইটা বিলুপ্ত প্রায় ,vulnerable
আশা করেন কাজে ব্যস্ত থাকলে এসব ডিপ্রেসন ধারে কাছে আসবে,vulnerable
শোক একটা কেটে ওঠতে না ওঠতেই আরো দুটো লাশ পেলাম । আমরা বাঙালি এক দূর্ভাগা জাতি । মাতমেই মাস কাটে বছর ঘুরে । ,vulnerable
"কবি নজরুল এইযে কবি , চ্যাংড়া ছেলে , লিখছো কি সব বাজে বাদ দিয়ে দাও পাগলামি আর মন দিয়ে দাও কাজে । হালের কবি , বালের কবি , দেখছি এদের কত পারবে নাকি হতে তুমি , রবী কাজীর মত ? ছন্দ ছাড়া , গন্ধে ভরা , লিখছো কি সব বাছা তারচে এবার নাও শিখে নাও , মেলায় পুতুল নাচা । ",vulnerable
আমার জীবনের শেষ কিছু দিন হিসেবে দিন পেলাম এরপর কিছু মানুষের দায়িত্ব মুক্ত হতে গিয়ে আমাকে পেলে চলে গেল মিস খুব মিস করছি বোনকে,vulnerable
আমি সময় অনুমান করি আমি নিজের সাথে সন্তুষ্ট নই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
কি লাভ যাকে কোন দিনই পাবো না তার জন্য অপেহ্মা করে ,vulnerable
মানুষ নামের পশুদের চিহ্নিত করা সকলের দায়িত্ব ঘটনা সত্যি চলতে থাকবে এদেশের মানুষ চেয়ে চেয়ে দেখবে,vulnerable
সত্যি কারের ভালোবাসা মানুষকে জীবন্ত লাশ বানিয়ে দেয়,vulnerable
সিপিএমের অতি শিক্ষিত হার্মাদরা এটাও জানে বিষ্ণুমাতা মহালক্ষ্মীর আরেকটা নাম শহিদ শহীদ নিয়ে পারল এবার এটা নিয়ে পড়েছে,vulnerable
নাটকটা দেখে মনে হলো। আল্লাহ যদি দিতৃীয় বার সুযোগ দিতো। আমি মানুষটাকে চাইতাম। যেটা আমার আল্লাহ ছাড়া কেউ যানে না।,vulnerable
"যারা একটা প্যান্ডেল সামলাতে পারেনা তারা বাংলা সামলাবে ? উড়িষ্যা , ঝাড়খণ্ড , বিহার , ইউপি থেকে যে সব গাড়ী এসেছিল নম্বর বলে দিলাম বিজেপি র সাহস থাকলে চ্যালেঞ্জ করুক । ৪২ এ ৪২ ফিনিশ । অভিষেক ব্যানার্জী । ",vulnerable
টিকা গ্রোহনের আমি কিডনি সমস্যায় ভুগছি,vulnerable
আমি সময় অনুমান করি আমি আমার জীবনের প্রতিটি মৌলিক ব্যবস্থার দিকে অক্ষম।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
সত্যই তো মাত্র দুজন কে বাস চাপা দিছে ! কিছু বলার নাই আজ সিরিয়াসলি ,vulnerable
ভালোবাসায় গভীরতা থাকলে অভিমানের গভীরতা পরিমাপ করা যেত অভিমানের গভীরতা মনে থাকলে ভালোবাসার গভীরতা কখনোই বুঝা যেত না।,vulnerable
আমগো জীবন টাই প্রজেক্ট,vulnerable
জীবনের পথে অসহায় ভ্রমণ এখনো থামে নি।আর কষ্ট দিবিরে তোরা বাঙালি,vulnerable
বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে,vulnerable
এতো টাই ডিপ্রেশনে আছি যখন তখন সুইসাইড করতে পারি,vulnerable
হুজুররা ওয়াজ করেঃ টাকা পয়সা বাড়ি গাড়ি কিছুই সঙ্গে যাবে অথচ হুজুররা দেখি টাকা ছাড়া মাহফিলেই আসেন কান্না সারা দেশের,vulnerable
আল্লাহ মর্মান্তিক মৃত্যু এমন সুন্দর কলিজার টুকরো ছেলে হারিয়ে কোন ঠিক থাকতে পারবে আল্লাহ আপনি মাকে ধৈর্য ধারণ করার তৌফিক দান করুন,vulnerable
আমাদের বাংলাদেশে অন্য ধর্মের লোকেরা যেরকম স্বাধীন এবং সুন্দর ভাবে জীবন যাপন করে ভারতেও নজির নেই,vulnerable
ভালো বাসলে এতো কস্ট কেন্ পেতে হয়  রাত  headphone কিছু স্মৃতি ভুলতে চাই ভালো থাকুক্ prithibir ভালোবাসা,vulnerable
ভাবতেই অবাক লাগে দুনিয়ার সুখ শান্তি সবাইকে ছেড়ে চলে যেতে হবে,vulnerable
হৃদয়ে একটি অনুভূতি রয়েছে নিরাপদে বিপর্যয়ে ফেলে।,vulnerable
পাপ টাকা পাপ যায়।,vulnerable
ডিপ্রেশনে মাঝে মাঝে চায় দুনিয়া থেকে বিদায় নিয়ে যাই,vulnerable
আবার বিজেপি কর্মী খুন ছিঃর উন্নয়ন বাহিনীর হাতে । মন্দির বাজার এলাকার বাসিন্দা শক্তিপদ সর্দারকে কুপিয়ে মারা হল কিন্তু পুলিশ প্রশাসন চুপ । দ্বিচারিতার কোন পর্যায়ে চলে গেলে একটা সরকার এতটা নির্মম হতে পারে ? আমি ওনার পরিবারকে গভীর সমবেদনা জানাই । ,vulnerable
আমি সময় অনিষ্ট ভাবি আমার ভবিষ্যতের সম্পর্কে।,vulnerable
প্রতিদিন একটি নতুন আলোর প্রত্যাশা নিজেকে বাঁচিয়ে রাখতে কঠিন হচ্ছে।,vulnerable
আজকাল কোন নাটক কোন টেলিফিল্ম কোন ওয়েব ছিরিজ বুঝার খমতা নেই,vulnerable
"মধ্য আয়ের দেশে উন্নীত হয়ে , বাংলাদেশ এখন ভাঙ্গাদেশে রুপান্তরিত হয়েছে । ফ্যাক্ট : দেড় ঘন্টার রাস্তার অর্ধেক আসতে লাগে সাড়ে তিন ঘন্টা । ",vulnerable
কখনো নাটক দেখে কমেন্ট করিনি কিন্তু নাটকটি দেখে কমেন্ট করে পারলাম অসাধারণ একটি নাটক কখন চোখের কোণ দিয়ে পানি পড়ে গেল বুঝতে পারলাম,vulnerable
রাজধানীতে বাসের চাপায় শিক্ষার্থীর মৃত্যু,vulnerable
বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস,vulnerable
এখন আমাদের খেয়ে মরতে হবে আল্লা রসতে সরকার আপনি নিয়োন্তন করেন,vulnerable
আমি মনে করি ডিপ্রেশন থেকে বেরিয়ে আসার সহজ উপায় যেই ধর্মের সেই ধর্ম অনুসরণ করা এবং নিজেকে কোনো কাজে ব্যসতো রাখা সত্য মেনে নেওয়া।,vulnerable
খুবই খারাপ লাগল আমার কেন,vulnerable
রান্না করে খেয়েছে কথাটা কেন গপন করলেনসত্য কথা বলতে আপনারা পান নাকি,vulnerable
অনেক নতুন সম্ভাবনাই হারিয়ে যায়।কারণ বেতনের কাজ গুলো আমাদের সমাজে ছোট করে দেখা হয়।,vulnerable
"১৫ কেন্দ্রে জাল ভোট , বিএনপির দাবি ৪১ : ",vulnerable
দেশের হাসপাতালের চিকিৎসাতো চেয়েও বাজে,vulnerable
গাঞ্জা টানে আমেরিকাদেশে মাতাল হয় এসে বাংলাদেশে ,vulnerable
প্রধান মন্ত্রী এগুলো চোখে দেখে,vulnerable
সৌদি নিয়োগকর্তাদের অত্যাচার কবে বন্ধ হবে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
জীবনের কঠিন অনুভূতির মাঝে আমি হারিয়ে যাচ্ছি এবং নিজেকে আরও অদৃশ্য করছি।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
এটাই আশা করি ! কারণ এইসব আবালদের জন্যই দলের বদনামী ! এগুলারে ডাস্টবিনের ময়লার সাথে চালান দেয়া দরকার ! ধন্যবাদ প্রধানমন্ত্রী ! স্যালুট আপনাকে ,vulnerable
হুম ভাই প্রেম করতে পারি তাই ডিপ্রেশনে আছি,vulnerable
ছোট্ট পৃথিবীতে আমি দুইটা দেশকে বেশি ঘৃণা করি,vulnerable
সাংঘাতিকদের যখন নিউজের অভাব,vulnerable
কিছুদিন ধরে আমি খুব সময়ে ঘুমাচ্ছি এবং খাদ্যের স্বাদ বোঝতে পাচ্ছি না।,vulnerable
অসুস্থ মনের সাথে সামর্থ্যের অন্ধকারে আমি জীবনের অজানা সমস্যার সামনে দাঁড়িতে পারছি না।,vulnerable
চারিদিকে শুনি উন্নয়ন উন্নয়ন তাহলে জোর করে সিল মারার প্রয়োজন কান্না সারা দেশের,vulnerable
আমি সময় অনুমান করি আমি অন্যের জন্য অপরিচিত।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
নিশংসতা ভুলি নাই ভুলবো,vulnerable
মাস থেকে ডিপ্রেশনে ভুগছিআল্লাহ আপনি আমাদের ডিপ্রেশন থেকে মুক্তি দাও আমিন,vulnerable
বাংলাদেশের শিক্ষা বেবস্থা জঘন্য। কারিগরি শিক্ষাপ্রতিষ্ঠান আরও জোরদার করতে হবে।,vulnerable
তোমার গুরুত্ব বুঝে তাকে তুমি গুরুত্ব দাও যার কাছে তোমার মূল্য নাই তার থেকে দূরত্ব বাড়াও,vulnerable
আমি সময় অনুমান করি আমি অন্যের মতো হতে পারছি না।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
কোন একদিন আমার বাসার লোকজন আমি পালিয়ে বিয়ে করলে মেনে নিবে কিন্তু এখন আমার বাসার লোকজন আমার চুলকাটা মেনে নেয় রংবাজ,vulnerable
সঠিক ভাবে কোন পাওয়া যায় না। সামান্য কিছু টাকা পেতে ব্যাংকে ধরনা দিয়েও কাজ না।,vulnerable
উন্নয়ন দিয়ে হবে যদি মানুষের জীবন মানের উন্নয়ন হয়।,vulnerable
বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে,vulnerable
কার টাকায় কার জন্য উন্নয়ন পেঠে ভাত নেই,vulnerable
আমরা ফরিদপুরেই গেলাম অথচ ফিলিস্তিনে যেতে পারার আফসোস।,vulnerable
জীবনের পথে অসহায় ভ্রমণ এখনো থামে নি।আর কষ্ট দিবিরে তোরা বাঙালি,vulnerable
সত্যই তো মাত্র দুজন কে বাস চাপা দিছে ! কিছু বলার নাই আজ সিরিয়াসলি ,vulnerable
নাটকটি সত্যি অসাধারণ।। দেখে চোখ দিয়ে চলে এলো,vulnerable
আমি কখনো সুখী,vulnerable
এতো কষ্ট করে খবর বানিয়ে লাভ আছে সয়ে যাবে প্রত্যেকবারের মতো,vulnerable
আমি সময় অনুমান করি আমি অপ্রয়োজনীয় এবং অস্বস্তির।,vulnerable
সবাই জনগনের চাকর হতে চায়। কারন জনগনের চাকর হওয়াটা আমাদের সমাজে বেশি সম্মানিয় পেশা।,vulnerable
"বিচার আমিও চাই , তবে তার আগে ওই বিচারকদের বিচার চাই । যারা হাত পাল্টাপাল্টির মাধ্যমে এই সব কিছুকে ধামাচাপা দেয় । ৫টা তাজা প্রাণের ভার নিতে পারবে কি ? ",vulnerable
দেনমহর বেশিরভাগ নারীকে অসম্মান করাই জন্য দায়ীএতে ছেলে ছেলের পরিবারের সদস্যরাই বেশি করে।,vulnerable
"আমি কাজ শিখেছি টিভিতে । পরে লক্ষ্য করেছি এক সময় অভিনেতাদের নাম বেপাত্তা হয়ে গেল । তারপর পরিচালকদের পালা । প্রযোজকদের নামও বিঞ্জাপনে ছাপা বন্ধ হয়ে গেল । সবাই সফ্টওয়্যার বানাচ্ছে অক্লান্ত খেটে , অথচ সবাই নামহীন । শিল্পনির্মাতাদের চিনিয়ে দিক চ্যানেলগুলি । এতো শিল্পীর প্রাপ্য সম্মান । ",vulnerable
আমি চেষ্টা করছি আমার মধ্যে একটি বিরক্তি অনুভব করতে কিন্তু পাওয়া যাচ্ছে না।টাকা থাকলে শান্তিতে মরাও যায় ভাই। এটাই সত্যি,vulnerable
বাঙালি তোদের ছেড়ে দেবে ভেবেছিস কষ্ট দিবিরে তোরা,vulnerable
গল্পের শেষ দেখলে অপূর্ণতা থেকে যাবে nd Part চায়।,vulnerable
বাঙালি তোদের ছেড়ে দেবে ভেবেছিস বাংলাপক্ষ জয়বাংলা,vulnerable
দাত মাইজা লক্ষ হাজার মেক্টিকটন কয়লা শেষ করছত জন্যে তোর দাত সুন্দর,vulnerable
মৃত্যু তুচ্ছ তোমার কাছে তুমি একবার ভালোবেসেই দেখ কিভাবে সহস্র বছর বাঁচি,vulnerable
ধরনের কুসংস্কার শুধু বগুড়াতেই সম্ভব,vulnerable
"বিবর্ণ হয়ে পরে থাকা , মৃতদেহ খানিও লাশ নামের । তার গুপ্ত নিঃশ্বাসে ; কতো সুপ্ত প্রেমের কথা ঝড়ে গেছে শায়ান্নে । ",vulnerable
জীবনের প্রতিটি দিনে আমি হারিয়ে যাচ্ছি আমার জীবন শূন্যের মধ্যে থাকতে লাগছে,vulnerable
আসলে নির্বাচন সুষ্ঠু সুন্দর হয়েছে ভোটারদের কষ্ট করে ভোটকেন্দ্রে যেতে হয় কান্না সারা দেশের,vulnerable
অনেক ভালো লাগলো জিবনের প্রতিটা মূহুর্তের কথা মনে পরে গেলোঅনেক কান্না করছি বিয়ে করেও তাকে আমার করে রাখতে পারলাম এটা আমার জিবনের চেয়ে আফসস,vulnerable
মানুষ এমনিতে গরমে অতিষ্ঠ তার মধ্যে নতুন পাগলের উত্তাপ,vulnerable
শেষ পর্যন্ত চোখের পানি ধরে রাখতে পারলাম কোনো সম্পর্কের সম্পৃক্ততা বৃষ্টির সাথে হোক,vulnerable
রানে হেরে গেল বাংলাদেশ,vulnerable
আসলে নির্বাচন সুষ্ঠু সুন্দর হয়েছে ভোটারদের কষ্ট করে ভোটকেন্দ্রে যেতে হয় না ,vulnerable
এরা মৃত্যু কথা কখনো বাবেনা কার জন্য টাকা উপার্জন করে আপনার মৃত্যু হলে টাকা খাবে,vulnerable
পরিমাণে মানসিক অবসাদে আছি বলে বুঝাতে পারবো,vulnerable
বাবা মায়ের স্বপ্ন পূরন করতে পারলাম,vulnerable
আম্মু বলে আজকে কী বার ! আমি বলি দিলবার দিলবার,vulnerable
"১৫ কেন্দ্রে জাল ভোট , বিএনপির দাবি ৪১ : ",vulnerable
জামায়াত কেন্ যে রাজশাহী অার বরিশালে তাদের প্রার্থী দিলো না তাহলে নিশ্চিত বিএনপি অারো ২টি মেয়র পেতেন ,vulnerable
খারাপ ভালো লাগা পারিবারিক প্রবলেম অতীতের ভয়াবহতা ভবিষ্যতের দুশ্চিন্তা এইগুলো আমার ডিপ্রেশন তবুও হাসি,vulnerable
রাকিব আসলেই একটা খারাপ,vulnerable
মানুষটার জন্য কাঁদতে কাঁদতে এখন চোখে পানি আসেনা,vulnerable
গান শুনলে চোখের পানি চলে আসে,vulnerable
বিপদের মধ্যে আমি সময় একটি অন্ধকারে বিশ্রাম পাই যেখানে কোনও প্রকাশ নেই।,vulnerable
জীবনের অজানা পথে আমি সবসময় হারিয়ে যাচ্ছি এবং নিজেকে খুঁজে পাচ্ছি না।,vulnerable
টাকার চুলায় রান্না করে টাকার চালের ভাত খেয়ে ইউনিট প্রতি টাকা বিদ্যুৎ বিল দিয়ে উন্নয়নের মহাসড়কে হাটতে চায়,vulnerable
বড় লোকেরা আরও বড় লোক গরিবরা আরও গরিব হচ্ছে,vulnerable
আমি সময় আমার জীবনের মূল উদ্দীপক হারিয়ে যাচ্ছি।,vulnerable
আটকে যায় সেগেন্টের মধ্যে পানি পান করলে আমি নিশ্চিত মারা যাবো। তাই পানি ছাড়া গুমোনো মানে মৃতুকে ডেকে আনার আমার কাছে,vulnerable
বুঝা গেলোবক্স অফিস থেকে দান বক্স ভালো,vulnerable
আগে ছিল কম্বল চোর এখন হয়েছে কয়লা চোর । সোনার বাংলা এখন সোনা চোরের বাংলা । ,vulnerable
দিল্লিতে অনাহারে মৃত্যু বেআব্রু অাচ্ছে দিন তিন শিশুকন্যার দানা খাবার জোটেনি দিন,vulnerable
আমি সময় অনুমান করি আমি কোন কারণে পরিণতি হচ্ছি।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
পৃথিবীর সবচেয়ে শক্তিশালী জিনিস হলো টাকা। ভালোবাসা তার কাছে কিছুই,vulnerable
আমি সময় অস্থির আত্মসম্মান অনুভব করি।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
"একজন মেয়েকে বিনা বেতনে ৪ বছর বাসায় কাজ করিয়ে মেয়েটার বিয়ের সময় ৫ হাজার টাকা দেয়া হয়ছে , হয়রে মানুষ হায়রে মানুষের বিবেক বিচার । ",vulnerable
তারিখে রোজ সোমবার বেলা দুপুর মিনিট। দেখলাম।স্বতি রেখে গেলাম আবার কোনো একদিন আবার আসবো নাটক দেখার জন্য। নাটক খুব কষ্টর। খুব কান্না করলাম।,vulnerable
বেকারত্ব নিয়ে সরকার ভাবে একদিন কাল হতে পারে,vulnerable
এমন অবস্থার মধ্যে দিয়ে যাচ্ছে সময় বলাও যায়না আবার সওয়াও যায়না,vulnerable
লেখাটি পড়ে আমার অত্যন্ত বেদনার ঘোরে পড়েছে। আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই,vulnerable
মানুষ বাঁচুক বাঁচুক তাতে কার এসে যায় চাইলে দেশে থাকেন চলে যান এমন কথা কেউ বললেও অবাক হওয়ার কিছু নাই,vulnerable
ভার্চুয়ালে পরিচিতো প্রিয় আপুটাও আমার সাথে রাগ করে ব্যাস্ততার কারনে সবই ধীরে ধীরে হারিয়ে যাচ্ছে,vulnerable
নতুন প্রজন্ম যারা ইউরোপযুক্তরাষ্ট্রের পথে দিবে তাদের জন্য এটা শিক্ষামূলক সিনেমা।এটা আমাদের সবার দেখা উচিত।বাংলাদেশের মানুষ সাকিব খানে আটকে আছে।,vulnerable
অক্ষত করা জীবন দান আমি মনে আমার জীবন কখনো অক্ষত হয়নি,vulnerable
আমাদের জীবন একটি অনন্ত দুঃখের বাস্তবতা। আমরা এখনো সেই অনন্ত দুঃখের বাস্তবতায় পড়ে আছি।আর কষ্ট দিবিরে তোরা বাঙালি,vulnerable
জীবনের প্রতিটি অবনতি আমাদের চোখে পড়ে এবং সময় আমাদের দুঃখের মাঝে ফেলে।আর কষ্ট দিবিরে তোরা বাঙালি,vulnerable
আমার মাথায় মৃত্যুর চিন্তা আসে,vulnerable
জড়িতদের দ্রুত ফাঁসি কার্যকর চাই,vulnerable
"দুনিয়ায় যত অনুপ্রবেশকারী তড়িপার দেশদ্রোহী আছে , সবাইকে সুবে বাংলায় সাদর আমন্ত্রণ । আসার আগেই ভোটার ও রেশন কার্ড তৈরী হয়ে যাবে । খাবারে ২টাকা কিলো চাল শিক্ষার জন্য মাদ্রাসা হজ যাওয়ার জন্য ভর্তুকি ইমাম হলে ভাতা চাকরি চাইলে সংরক্ষণ ব্যবসা করলে চপশিল্প আছে । ",vulnerable
আগে ডাক্তার কসাই ছিল হাস পাতাল ছিল কবিরাজওঝা দিয়ে চিকিৎসা করানো হতো এটাই আসল চিকিৎসা এখন কার চিকিৎসা টাকা জলে ঢালা চিকিৎসা,vulnerable
আইডি কার্ড অভিশাপ দিয়েছে।,vulnerable
ইয়াশ কমপ্লিট অ্যাক্টর তটিনী বেস্ট চোখে চোলে আসছে সেরা নাটক,vulnerable
আমি সময় অনুমান করি আমি আমার জীবনের কোন গুরুত্বপূর্ণ দিক হারাচ্ছি।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
"মনের পার্লামেন্টে আজ স্পিকার নেই । মনের জনসভায় নেই কোন বক্তা । অন্তরে হরতাল ডেকেছে বিরোধী পক্ষ । ভালোবাসার ভোট কেন্দ্রে ভোট পেযেছি একটা , তাও আবার জাল ! ",vulnerable
ডিপ্রেশন মাত্র কারন আামর প্রিয় মানুষ,vulnerable
স্টোজেনিকা দেওয়ার পরে অনেক অসুস্থ ছিলাম যাক আলহামদুলিল্লাহ সুস্থ আছে,vulnerable
যারা এতদিন বিজ্ঞাপন দিছেন ! আওয়ামীলীগ আর বিএনপি কিন্তু আপনাদের এই পার্সেন্টের হিসাব ছাড়িয়ে সিলেট সিটি নির্বাচনে জামাতিরা জয়ের বেপারে আশাবাদী এখন প্রশ্ন হলো জামাত কোন পার্সেন্টের উপর ভর করে জয়ী হবে ? বিজ্ঞাপন ওয়ালারা কই গেলেন ? নাকি,vulnerable
টিকা দেওয়াতে আমি অধিক পরিমাণে হাঁচি জনিত সমস্যায় বুকছি।,vulnerable
"মনের পার্লামেন্টে আজ স্পিকার নেই । মনের জনসভায় নেই কোন বক্তা । অন্তরে হরতাল ডেকেছে বিরোধী পক্ষ । ভালোবাসার ভোট কেন্দ্রে ভোট পেযেছি একটা , তাও আবার জাল ! ",vulnerable
দেশে কোনো লাভ প্রজেক্টের সিনেমা হবেওনা,vulnerable
"ভাবতে অবাক লাগে , কি ছিলাম , আর কি হলাম ! কেনইবা হলাম , কিসের আশাতেই বা হলাম ! কার জন্যই বা এমন হলাম ? শুভ সন্ধা , ",vulnerable
কক্সবাজার পৌরসভা নং ওয়ার্ডে ভোটার হাজার নৌকা একা পেয়েছে হাজার,vulnerable
"রাজনাথ সিং সংসদে বললেন এই নাকি ফাইনাল নয় । এই লক্ষ লোক কে আবার নাকি সুযোগ দেওয়া হবে নাগরিত্ব প্রমাণ করার । এটা কি আইওয়াশ নয় ? এরা আর কি প্রমাণ দেবেন ? পাসপোর্ট , আধার ভোটার কার্ড সব ই তো বাতিল করে দিয়েছে । আবার অনেক পুরুষের নাম আছে অথচ তাদের পরিবারের নাম নেই । এরা কি করবে ? ",vulnerable
এরা সেই কয়লা বাবা বেশী কিছু বলা যাবেনা তাইলে আবার নাস্তিক ট্যাগ লাগিয়ে দেবে,vulnerable
সমাজের মানু্ষ গুলোকে মনের কথা বললে এইটা নিয়ে খুটা দেয় কার কাছে মনের কথা শেয়ার করবো সেই উল্টা আরো লাইফটা শেষ করে,vulnerable
বর্তমান দেশের পরিস্থিত বাদী বিবাদীর টানা হেঁচড়ায় আইনজীবীদের চুষে খাওয়ার ধান্দা বেড়েছে,vulnerable
আমি সময় অনুমান করি আমি নিজের সাথে অসন্তুষ্ট।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
যখনই আমি সিদ্ধান্ত নি। তখনই আমার মায়ের কথা মনে পরে তাই আমি কিছু করতে পারি,vulnerable
বেসরকারি চাকরিরও সুনির্দিষ্ট নীতিমালা থাকা উচিত। চাকরিতে নিশ্চয়তা থাকার কারণে সবাই সরকারি চাকরির পেছনে ছোটো। ফলে বেকার সমস্যা বেড়ে যাচ্ছে।,vulnerable
জীবনের সবচেয়ে দুঃখজনক দিনগুলি আমার জন্য সবসময় অবিচ্ছেদ্য।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
নিজের একটি চোখ বিক্রি করে আইফোন কিনে সবাইকে দেখিয়ে বেরাচ্ছেন আমাদের নিমা পরোটা বাবা সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
আন্তহত্যা পাপ হলে কবেই মারা যেতাম,vulnerable
আমি দিয়েছি এখন এলার্জি সমস্যা। যেকোনো সময় নাক দিয়ে সুতা সুতা পানি যায় ভালো হচ্ছিনা। তারপর একটু দুলা বালি পড়লেই সর্দি শুরু,vulnerable
